dateRep|cases|deaths|countriesAndTerritories|geoId|countryterritoryCode|popData2019|continentExp|Cumulative_number_for_14_days_of_COVID-19_cases_per_100000
2020-11-29|4765|58|Austria|AT|AUT|8858775.0|Europe|858.5724324
2020-11-28|4818|148|Austria|AT|AUT|8858775.0|Europe|885.9689968
2020-11-27|5447|114|Austria|AT|AUT|8858775.0|Europe|932.7474736
2020-11-26|5896|94|Austria|AT|AUT|8858775.0|Europe|988.2969146
2020-11-25|4135|115|Austria|AT|AUT|8858775.0|Europe|1030.593959
2020-11-24|3090|94|Austria|AT|AUT|8858775.0|Europe|1027.252639
2020-11-23|5215|44|Austria|AT|AUT|8858775.0|Europe|1056.760105
2020-11-22|6239|58|Austria|AT|AUT|8858775.0|Europe|1065.689105
2020-11-21|6612|79|Austria|AT|AUT|8858775.0|Europe|1084.416299
2020-11-20|6830|90|Austria|AT|AUT|8858775.0|Europe|1081.165285
2020-11-19|7766|113|Austria|AT|AUT|8858775.0|Europe|1083.659987
2020-11-18|5664|74|Austria|AT|AUT|8858775.0|Europe|1069.527107
2020-11-17|4304|62|Austria|AT|AUT|8858775.0|Europe|1055.76674
2020-11-16|5278|50|Austria|AT|AUT|8858775.0|Europe|1042.85299
2020-11-15|7192|55|Austria|AT|AUT|8858775.0|Europe|1034.364232
2020-11-14|8962|64|Austria|AT|AUT|8858775.0|Europe|1011.212047
2020-11-13|10368|37|Austria|AT|AUT|8858775.0|Europe|969.2310731
2020-12-11|9643|55|Austria|AT|AUT|8858775.0|Europe|900.7904592
2020-11-11|3839|35|Austria|AT|AUT|8858775.0|Europe|838.7728552
2020-10-11|5704|48|Austria|AT|AUT|8858775.0|Europe|825.8929705
2020-09-11|6006|17|Austria|AT|AUT|8858775.0|Europe|789.8609006
2020-08-11|7898|23|Austria|AT|AUT|8858775.0|Europe|753.2869951
2020-07-11|6324|44|Austria|AT|AUT|8858775.0|Europe|697.8730129
2020-06-11|7051|47|Austria|AT|AUT|8858775.0|Europe|665.3402982
2020-05-11|6514|35|Austria|AT|AUT|8858775.0|Europe|614.7576838
2020-04-11|4445|34|Austria|AT|AUT|8858775.0|Europe|567.8098834
2020-03-11|3160|21|Austria|AT|AUT|8858775.0|Europe|537.9863469
2020-02-11|4526|17|Austria|AT|AUT|8858775.0|Europe|514.2133083
2020-01-11|5141|18|Austria|AT|AUT|8858775.0|Europe|475.1108364
2020-10-31|5243|15|Austria|AT|AUT|8858775.0|Europe|440.1059966
2020-10-30|4305|24|Austria|AT|AUT|8858775.0|Europe|400.0101594
2020-10-29|4149|34|Austria|AT|AUT|8858775.0|Europe|367.1726621
2020-10-28|2698|18|Austria|AT|AUT|8858775.0|Europe|338.4666616
2020-10-27|2512|4|Austria|AT|AUT|8858775.0|Europe|321.2295154
2020-10-26|2766|6|Austria|AT|AUT|8858775.0|Europe|299.7367017
2020-10-25|2989|6|Austria|AT|AUT|8858775.0|Europe|283.1655618
2020-10-24|3442|15|Austria|AT|AUT|8858775.0|Europe|259.5957116
2020-10-23|2570|17|Austria|AT|AUT|8858775.0|Europe|234.0729954
2020-10-22|2355|13|Austria|AT|AUT|8858775.0|Europe|218.8451564
2020-10-21|1803|8|Austria|AT|AUT|8858775.0|Europe|202.951311
2020-10-20|1054|9|Austria|AT|AUT|8858775.0|Europe|188.795855
2020-10-19|1062|3|Austria|AT|AUT|8858775.0|Europe|191.2115388
2020-10-18|2040|6|Austria|AT|AUT|8858775.0|Europe|185.9850826
2020-10-17|1691|7|Austria|AT|AUT|8858775.0|Europe|172.3263092
2020-10-16|1396|6|Austria|AT|AUT|8858775.0|Europe|163.0812387
2020-10-15|1606|9|Austria|AT|AUT|8858775.0|Europe|153.6894209
2020-10-14|1171|10|Austria|AT|AUT|8858775.0|Europe|148.4968294
2020-10-13|608|5|Austria|AT|AUT|8858775.0|Europe|143.4284086
2020-12-10|1298|6|Austria|AT|AUT|8858775.0|Europe|141.2949307
2020-11-10|901|1|Austria|AT|AUT|8858775.0|Europe|132.5804076
2020-10-10|1181|4|Austria|AT|AUT|8858775.0|Europe|129.4422762
2020-09-10|1221|9|Austria|AT|AUT|8858775.0|Europe|128.2005695
2020-08-10|947|4|Austria|AT|AUT|8858775.0|Europe|122.1839363
2020-07-10|549|22|Austria|AT|AUT|8858775.0|Europe|118.9554989
2020-06-10|1268|5|Austria|AT|AUT|8858775.0|Europe|121.1905709
2020-05-10|599|4|Austria|AT|AUT|8858775.0|Europe|113.5710073
2020-04-10|830|6|Austria|AT|AUT|8858775.0|Europe|113.6838897
2020-03-10|872|1|Austria|AT|AUT|8858775.0|Europe|112.859848
2020-02-10|564|3|Austria|AT|AUT|8858775.0|Europe|112.2841476
2020-01-10|1146|3|Austria|AT|AUT|8858775.0|Europe|116.3253384
2020-09-30|722|6|Austria|AT|AUT|8858775.0|Europe|111.3359353
2020-09-29|419|3|Austria|AT|AUT|8858775.0|Europe|112.8937127
2020-09-28|526|0|Austria|AT|AUT|8858775.0|Europe|114.3611843
2020-09-27|623|1|Austria|AT|AUT|8858775.0|Europe|112.7582538
2020-09-26|1071|3|Austria|AT|AUT|8858775.0|Europe|111.3133588
2020-09-25|688|6|Austria|AT|AUT|8858775.0|Europe|110.5683348
2020-09-24|661|6|Austria|AT|AUT|8858775.0|Europe|108.4122805
2020-09-23|747|4|Austria|AT|AUT|8858775.0|Europe|109.462087
2020-09-22|593|1|Austria|AT|AUT|8858775.0|Europe|106.6174499
2020-09-21|609|1|Austria|AT|AUT|8858775.0|Europe|105.6918141
2020-09-20|757|2|Austria|AT|AUT|8858775.0|Europe|101.3006877
2020-09-19|821|5|Austria|AT|AUT|8858775.0|Europe|95.10344263
2020-09-18|922|0|Austria|AT|AUT|8858775.0|Europe|88.89490928
2020-09-17|704|1|Austria|AT|AUT|8858775.0|Europe|82.00908139
2020-09-16|860|0|Austria|AT|AUT|8858775.0|Europe|79.05156187
2020-09-15|549|1|Austria|AT|AUT|8858775.0|Europe|73.14781107
2020-09-14|384|2|Austria|AT|AUT|8858775.0|Europe|69.05017906
2020-09-13|495|4|Austria|AT|AUT|8858775.0|Europe|67.88749009
2020-12-09|1005|2|Austria|AT|AUT|8858775.0|Europe|64.26396426
2020-11-09|497|1|Austria|AT|AUT|8858775.0|Europe|57.23138922
2020-10-09|754|0|Austria|AT|AUT|8858775.0|Europe|54.18356375
2020-09-09|495|1|Austria|AT|AUT|8858775.0|Europe|49.23931356
2020-08-09|511|10|Austria|AT|AUT|8858775.0|Europe|46.9365121
2020-07-09|220|1|Austria|AT|AUT|8858775.0|Europe|44.64499889
2020-06-09|208|0|Austria|AT|AUT|8858775.0|Europe|43.74193949
2020-05-09|271|0|Austria|AT|AUT|8858775.0|Europe|43.83224543
2020-04-09|312|1|Austria|AT|AUT|8858775.0|Europe|43.8773984
2020-03-09|442|0|Austria|AT|AUT|8858775.0|Europe|43.83224543
2020-02-09|337|1|Austria|AT|AUT|8858775.0|Europe|43.64034531
2020-01-09|186|0|Austria|AT|AUT|8858775.0|Europe|41.61974991
2020-08-31|281|0|Austria|AT|AUT|8858775.0|Europe|43.40329222
2020-08-30|174|0|Austria|AT|AUT|8858775.0|Europe|42.05999136
2020-08-29|382|0|Austria|AT|AUT|8858775.0|Europe|43.03078022
2020-08-28|227|0|Austria|AT|AUT|8858775.0|Europe|41.21337318
2020-08-27|316|0|Austria|AT|AUT|8858775.0|Europe|41.23594967
2020-08-26|291|0|Austria|AT|AUT|8858775.0|Europe|40.38933148
2020-08-25|308|1|Austria|AT|AUT|8858775.0|Europe|38.66223039
2020-08-24|140|0|Austria|AT|AUT|8858775.0|Europe|36.43844662
2020-08-23|216|2|Austria|AT|AUT|8858775.0|Europe|35.71599911
2020-08-22|275|1|Austria|AT|AUT|8858775.0|Europe|34.58717486
2020-08-21|308|0|Austria|AT|AUT|8858775.0|Europe|32.95037971
2020-08-20|425|0|Austria|AT|AUT|8858775.0|Europe|30.76046067
2020-08-19|158|0|Austria|AT|AUT|8858775.0|Europe|27.1256466
2020-08-18|344|1|Austria|AT|AUT|8858775.0|Europe|26.82086406
2020-08-17|162|0|Austria|AT|AUT|8858775.0|Europe|23.29893241
2020-08-16|260|3|Austria|AT|AUT|8858775.0|Europe|22.42973775
2020-08-15|221|0|Austria|AT|AUT|8858775.0|Europe|20.91711326
2020-08-14|229|1|Austria|AT|AUT|8858775.0|Europe|19.42706525
2020-08-13|241|1|Austria|AT|AUT|8858775.0|Europe|18.68204125
2020-12-08|138|0|Austria|AT|AUT|8858775.0|Europe|17.81284658
2020-11-08|111|2|Austria|AT|AUT|8858775.0|Europe|17.74511713
2020-10-08|76|0|Austria|AT|AUT|8858775.0|Europe|17.21456973
2020-09-08|116|1|Austria|AT|AUT|8858775.0|Europe|17.90315252
2020-08-08|130|1|Austria|AT|AUT|8858775.0|Europe|17.94830549
2020-07-08|114|0|Austria|AT|AUT|8858775.0|Europe|17.68867592
2020-06-08|103|0|Austria|AT|AUT|8858775.0|Europe|18.25308804
2020-05-08|131|1|Austria|AT|AUT|8858775.0|Europe|18.67075301
2020-04-08|32|0|Austria|AT|AUT|8858775.0|Europe|18.76105895
2020-03-08|85|0|Austria|AT|AUT|8858775.0|Europe|19.61896538
2020-02-08|126|0|Austria|AT|AUT|8858775.0|Europe|19.37062404
2020-01-08|89|0|Austria|AT|AUT|8858775.0|Europe|19.09970622
2020-07-31|163|2|Austria|AT|AUT|8858775.0|Europe|19.6528301
2020-07-30|164|3|Austria|AT|AUT|8858775.0|Europe|19.53994768
2020-07-29|132|0|Austria|AT|AUT|8858775.0|Europe|18.30952925
2020-07-28|64|1|Austria|AT|AUT|8858775.0|Europe|19.08841798
2020-07-27|137|0|Austria|AT|AUT|8858775.0|Europe|18.50142937
2020-07-26|120|1|Austria|AT|AUT|8858775.0|Europe|17.54192877
2020-07-25|107|0|Austria|AT|AUT|8858775.0|Europe|17.40646986
2020-07-24|164|0|Austria|AT|AUT|8858775.0|Europe|17.03395786
2020-07-23|140|1|Austria|AT|AUT|8858775.0|Europe|16.27764561
2020-07-22|139|0|Austria|AT|AUT|8858775.0|Europe|15.83740416
2020-07-21|108|0|Austria|AT|AUT|8858775.0|Europe|15.27299203
2020-07-20|63|0|Austria|AT|AUT|8858775.0|Europe|14.69729167
2020-07-19|102|0|Austria|AT|AUT|8858775.0|Europe|14.81017409
2020-07-18|138|0|Austria|AT|AUT|8858775.0|Europe|15.04722718
2020-07-17|153|0|Austria|AT|AUT|8858775.0|Europe|14.85532706
2020-07-16|55|1|Austria|AT|AUT|8858775.0|Europe|14.68600343
2020-07-15|201|1|Austria|AT|AUT|8858775.0|Europe|14.48281506
2020-07-14|12|0|Austria|AT|AUT|8858775.0|Europe|13.46687324
2020-07-13|52|2|Austria|AT|AUT|8858775.0|Europe|13.79423227
2020-12-07|108|0|Austria|AT|AUT|8858775.0|Europe|13.91840294
2020-11-07|74|0|Austria|AT|AUT|8858775.0|Europe|13.42172027
2020-10-07|97|0|Austria|AT|AUT|8858775.0|Europe|13.34270257
2020-09-07|101|0|Austria|AT|AUT|8858775.0|Europe|12.77829045
2020-08-07|89|0|Austria|AT|AUT|8858775.0|Europe|12.01068997
2020-07-07|57|0|Austria|AT|AUT|8858775.0|Europe|11.3559719
2020-06-07|73|1|Austria|AT|AUT|8858775.0|Europe|11.10763057
2020-05-07|123|0|Austria|AT|AUT|8858775.0|Europe|10.71254208
2020-04-07|121|0|Austria|AT|AUT|8858775.0|Europe|10.02395929
2020-03-07|138|0|Austria|AT|AUT|8858775.0|Europe|8.99672923
2020-02-07|37|0|Austria|AT|AUT|8858775.0|Europe|7.89048147
2020-01-07|111|2|Austria|AT|AUT|8858775.0|Europe|7.66471662
2020-06-30|41|1|Austria|AT|AUT|8858775.0|Europe|6.78423371
2020-06-29|63|2|Austria|AT|AUT|8858775.0|Europe|6.62619832
2020-06-28|64|2|Austria|AT|AUT|8858775.0|Europe|6.18595686
2020-06-27|67|0|Austria|AT|AUT|8858775.0|Europe|5.68927419
2020-06-26|47|5|Austria|AT|AUT|8858775.0|Europe|5.27160922
2020-06-25|33|0|Austria|AT|AUT|8858775.0|Europe|5.05713262
2020-06-24|31|3|Austria|AT|AUT|8858775.0|Europe|5.06842086
2020-06-23|35|0|Austria|AT|AUT|8858775.0|Europe|4.8652325
2020-06-22|38|2|Austria|AT|AUT|8858775.0|Europe|4.7071971
2020-06-21|62|0|Austria|AT|AUT|8858775.0|Europe|4.79750304
2020-06-20|30|0|Austria|AT|AUT|8858775.0|Europe|4.31210862
2020-06-19|40|1|Austria|AT|AUT|8858775.0|Europe|4.67333237
2020-06-18|17|6|Austria|AT|AUT|8858775.0|Europe|4.6281794
2020-06-17|33|3|Austria|AT|AUT|8858775.0|Europe|4.7862148
2020-06-16|27|1|Austria|AT|AUT|8858775.0|Europe|4.53787346
2020-06-15|24|0|Austria|AT|AUT|8858775.0|Europe|4.47014401
2020-06-14|20|2|Austria|AT|AUT|8858775.0|Europe|4.24437916
2020-06-13|30|1|Austria|AT|AUT|8858775.0|Europe|4.51529698
2020-12-06|28|1|Austria|AT|AUT|8858775.0|Europe|4.75235007
2020-11-06|34|1|Austria|AT|AUT|8858775.0|Europe|4.75235007
2020-10-06|13|0|Austria|AT|AUT|8858775.0|Europe|4.57173819
2020-09-06|21|0|Austria|AT|AUT|8858775.0|Europe|4.85394425
2020-08-06|46|0|Austria|AT|AUT|8858775.0|Europe|4.84265601
2020-07-06|19|0|Austria|AT|AUT|8858775.0|Europe|4.68462062
2020-06-06|62|2|Austria|AT|AUT|8858775.0|Europe|4.98940316
2020-05-06|36|0|Austria|AT|AUT|8858775.0|Europe|4.61689116
2020-04-06|31|1|Austria|AT|AUT|8858775.0|Europe|4.85394425
2020-03-06|11|1|Austria|AT|AUT|8858775.0|Europe|4.7071971
2020-02-06|21|0|Austria|AT|AUT|8858775.0|Europe|5.46350935
2020-01-06|4|0|Austria|AT|AUT|8858775.0|Europe|5.50866232
2020-05-31|44|0|Austria|AT|AUT|8858775.0|Europe|5.62154474
2020-05-30|51|0|Austria|AT|AUT|8858775.0|Europe|5.93761553
2020-05-29|28|23|Austria|AT|AUT|8858775.0|Europe|6.07307444
2020-05-28|18|2|Austria|AT|AUT|8858775.0|Europe|6.21982159
2020-05-27|38|2|Austria|AT|AUT|8858775.0|Europe|6.62619832
2020-05-26|20|1|Austria|AT|AUT|8858775.0|Europe|6.60362183
2020-05-25|32|1|Austria|AT|AUT|8858775.0|Europe|7.35993408
2020-05-24|46|4|Austria|AT|AUT|8858775.0|Europe|7.11159274
2020-05-23|29|2|Austria|AT|AUT|8858775.0|Europe|7.06643977
2020-05-22|57|0|Austria|AT|AUT|8858775.0|Europe|7.43895177
2020-05-21|18|1|Austria|AT|AUT|8858775.0|Europe|7.04386329
2020-05-20|78|3|Austria|AT|AUT|8858775.0|Europe|7.57441068
2020-05-19|25|0|Austria|AT|AUT|8858775.0|Europe|6.88582789
2020-05-18|14|1|Austria|AT|AUT|8858775.0|Europe|6.95355735
2020-05-17|72|0|Austria|AT|AUT|8858775.0|Europe|7.56312244
2020-05-16|63|2|Austria|AT|AUT|8858775.0|Europe|6.88582789
2020-05-15|41|2|Austria|AT|AUT|8858775.0|Europe|6.55846886
2020-05-14|54|1|Austria|AT|AUT|8858775.0|Europe|6.77294547
2020-05-13|36|3|Austria|AT|AUT|8858775.0|Europe|6.7277925
2020-12-05|87|2|Austria|AT|AUT|8858775.0|Europe|6.97613383
2020-11-05|10|3|Austria|AT|AUT|8858775.0|Europe|6.75036898
2020-10-05|42|1|Austria|AT|AUT|8858775.0|Europe|7.25833989
2020-09-05|62|5|Austria|AT|AUT|8858775.0|Europe|7.52925771
2020-08-05|22|1|Austria|AT|AUT|8858775.0|Europe|7.7663108
2020-07-05|65|2|Austria|AT|AUT|8858775.0|Europe|8.20655226
2020-06-05|17|6|Austria|AT|AUT|8858775.0|Europe|8.50004656
2020-05-05|31|2|Austria|AT|AUT|8858775.0|Europe|8.87255856
2020-04-05|68|2|Austria|AT|AUT|8858775.0|Europe|9.34666475
2020-03-05|12|7|Austria|AT|AUT|8858775.0|Europe|9.1208999
2020-02-05|34|5|Austria|AT|AUT|8858775.0|Europe|9.65144729
2020-01-05|60|4|Austria|AT|AUT|8858775.0|Europe|11.01732463
2020-04-30|50|11|Austria|AT|AUT|8858775.0|Europe|11.22051299
2020-04-29|58|20|Austria|AT|AUT|8858775.0|Europe|12.19130184
2020-04-28|67|7|Austria|AT|AUT|8858775.0|Europe|13.69263809
2020-04-27|55|6|Austria|AT|AUT|8858775.0|Europe|14.13287955
2020-04-26|66|23|Austria|AT|AUT|8858775.0|Europe|14.97949773
2020-04-25|83|5|Austria|AT|AUT|8858775.0|Europe|17.02266961
2020-04-24|61|14|Austria|AT|AUT|8858775.0|Europe|19.60767713
2020-04-23|91|31|Austria|AT|AUT|8858775.0|Europe|22.06851399
2020-04-22|50|1|Austria|AT|AUT|8858775.0|Europe|24.75511569
2020-04-21|73|10|Austria|AT|AUT|8858775.0|Europe|28.06257073
2020-04-20|48|9|Austria|AT|AUT|8858775.0|Europe|30.78303716
2020-04-19|59|12|Austria|AT|AUT|8858775.0|Europe|32.69075013
2020-04-18|155|21|Austria|AT|AUT|8858775.0|Europe|34.74521026
2020-04-17|78|17|Austria|AT|AUT|8858775.0|Europe|37.46567669
2020-04-16|136|9|Austria|AT|AUT|8858775.0|Europe|41.30367912
2020-04-15|191|16|Austria|AT|AUT|8858775.0|Europe|45.7399584
2020-04-14|106|18|Austria|AT|AUT|8858775.0|Europe|49.95047284
2020-04-13|130|13|Austria|AT|AUT|8858775.0|Europe|57.84095431
2020-12-04|247|18|Austria|AT|AUT|8858775.0|Europe|62.26594535
2020-11-04|312|24|Austria|AT|AUT|8858775.0|Europe|66.18296548
2020-10-04|279|22|Austria|AT|AUT|8858775.0|Europe|70.20157979
2020-09-04|329|30|Austria|AT|AUT|8858775.0|Europe|79.93204478
2020-08-04|343|23|Austria|AT|AUT|8858775.0|Europe|83.05888794
2020-07-04|314|16|Austria|AT|AUT|8858775.0|Europe|88.17246177
2020-06-04|217|18|Austria|AT|AUT|8858775.0|Europe|94.27940093
2020-05-04|241|18|Austria|AT|AUT|8858775.0|Europe|98.68181549
2020-04-04|396|10|Austria|AT|AUT|8858775.0|Europe|100.19444
2020-03-04|418|12|Austria|AT|AUT|8858775.0|Europe|100.8378698
2020-02-04|529|18|Austria|AT|AUT|8858775.0|Europe|102.3279178
2020-01-04|564|20|Austria|AT|AUT|8858775.0|Europe|99.90094567
2020-03-31|805|22|Austria|AT|AUT|8858775.0|Europe|97.10146155
2020-03-30|522|18|Austria|AT|AUT|8858775.0|Europe|89.7753922
2020-03-29|594|0|Austria|AT|AUT|8858775.0|Europe|86.19701934
2020-03-28|668|16|Austria|AT|AUT|8858775.0|Europe|81.19632793
2020-03-27|1141|18|Austria|AT|AUT|8858775.0|Europe|75.27000065
2020-03-26|606|4|Austria|AT|AUT|8858775.0|Europe|63.6882639
2020-03-25|796|5|Austria|AT|AUT|8858775.0|Europe|57.57003649
2020-03-24|855|9|Austria|AT|AUT|8858775.0|Europe|49.16029586
2020-03-23|607|8|Austria|AT|AUT|8858775.0|Europe|39.8362076
2020-03-22|375|2|Austria|AT|AUT|8858775.0|Europe|33.01810916
2020-03-21|453|0|Austria|AT|AUT|8858775.0|Europe|29.06722431
2020-03-20|550|2|Austria|AT|AUT|8858775.0|Europe|24.32616248
2020-03-19|314|1|Austria|AT|AUT|8858775.0|Europe|18.25308804
2020-03-18|316|0|Austria|AT|AUT|8858775.0|Europe|14.76502112
2020-03-17|156|2|Austria|AT|AUT|8858775.0|Europe|11.26566596
2020-03-16|205|0|Austria|AT|AUT|8858775.0|Europe|9.54985311
2020-03-15|151|0|Austria|AT|AUT|8858775.0|Europe|7.28091638
2020-03-14|143|0|Austria|AT|AUT|8858775.0|Europe|5.6102565
2020-03-13|115|1|Austria|AT|AUT|8858775.0|Europe|4.01861431
2020-12-03|64|0|Austria|AT|AUT|8858775.0|Europe|2.75433116
2020-11-03|51|0|Austria|AT|AUT|8858775.0|Europe|2.03188364
2020-10-03|29|0|Austria|AT|AUT|8858775.0|Europe|1.47875976
2020-09-03|3|0|Austria|AT|AUT|8858775.0|Europe|1.15140073
2020-08-03|25|0|Austria|AT|AUT|8858775.0|Europe|1.117536
2020-07-03|33|0|Austria|AT|AUT|8858775.0|Europe|0.83532994
2020-06-03|12|0|Austria|AT|AUT|8858775.0|Europe|0.46281794
2020-05-03|5|0|Austria|AT|AUT|8858775.0|Europe|0.32735903
2020-04-03|6|0|Austria|AT|AUT|8858775.0|Europe|0.27091782
2020-03-03|4|0|Austria|AT|AUT|8858775.0|Europe|0.20318836
2020-02-03|4|0|Austria|AT|AUT|8858775.0|Europe|0.15803539
2020-01-03|3|0|Austria|AT|AUT|8858775.0|Europe|0.11288242
2020-02-29|2|0|Austria|AT|AUT|8858775.0|Europe|0.0790177
2020-02-28|3|0|Austria|AT|AUT|8858775.0|Europe|0.05644121
2020-02-27|0|0|Austria|AT|AUT|8858775.0|Europe|0.02257648
2020-02-26|2|0|Austria|AT|AUT|8858775.0|Europe|0.02257648
2020-02-25|0|0|Austria|AT|AUT|8858775.0|Europe|0.0
2020-02-24|0|0|Austria|AT|AUT|8858775.0|Europe|0.0
2020-02-23|0|0|Austria|AT|AUT|8858775.0|Europe|0.0
2020-02-22|0|0|Austria|AT|AUT|8858775.0|Europe|0.0
2020-02-21|0|0|Austria|AT|AUT|8858775.0|Europe|0.0
2020-02-20|0|0|Austria|AT|AUT|8858775.0|Europe|0.0
2020-02-19|0|0|Austria|AT|AUT|8858775.0|Europe|0.0
2020-02-18|0|0|Austria|AT|AUT|8858775.0|Europe|0.0
2020-02-17|0|0|Austria|AT|AUT|8858775.0|Europe|0.0
2020-02-16|0|0|Austria|AT|AUT|8858775.0|Europe|0.0
2020-02-15|0|0|Austria|AT|AUT|8858775.0|Europe|0.0
2020-02-14|0|0|Austria|AT|AUT|8858775.0|Europe|0.0
2020-02-13|0|0|Austria|AT|AUT|8858775.0|Europe|0.0
2020-12-02|0|0|Austria|AT|AUT|8858775.0|Europe|0.0
2020-11-02|0|0|Austria|AT|AUT|8858775.0|Europe|0.0
2020-10-02|0|0|Austria|AT|AUT|8858775.0|Europe|0.0
2020-09-02|0|0|Austria|AT|AUT|8858775.0|Europe|0.0
2020-08-02|0|0|Austria|AT|AUT|8858775.0|Europe|0.0
2020-07-02|0|0|Austria|AT|AUT|8858775.0|Europe|0.0
2020-06-02|0|0|Austria|AT|AUT|8858775.0|Europe|0.0
2020-05-02|0|0|Austria|AT|AUT|8858775.0|Europe|0.0
2020-04-02|0|0|Austria|AT|AUT|8858775.0|Europe|0.0
2020-03-02|0|0|Austria|AT|AUT|8858775.0|Europe|0.0
2020-02-02|0|0|Austria|AT|AUT|8858775.0|Europe|0.0
2020-01-02|0|0|Austria|AT|AUT|8858775.0|Europe|0.0
2020-01-31|0|0|Austria|AT|AUT|8858775.0|Europe|0.0
2020-01-30|0|0|Austria|AT|AUT|8858775.0|Europe|0.0
2020-01-29|0|0|Austria|AT|AUT|8858775.0|Europe|0.0
2020-01-28|0|0|Austria|AT|AUT|8858775.0|Europe|0.0
2020-01-27|0|0|Austria|AT|AUT|8858775.0|Europe|0.0
2020-01-26|0|0|Austria|AT|AUT|8858775.0|Europe|0.0
2020-01-25|0|0|Austria|AT|AUT|8858775.0|Europe|0.0
2020-01-24|0|0|Austria|AT|AUT|8858775.0|Europe|0.0
2020-01-23|0|0|Austria|AT|AUT|8858775.0|Europe|0.0
2020-01-22|0|0|Austria|AT|AUT|8858775.0|Europe|0.0
2020-01-21|0|0|Austria|AT|AUT|8858775.0|Europe|0.0
2020-01-20|0|0|Austria|AT|AUT|8858775.0|Europe|0.0
2020-01-19|0|0|Austria|AT|AUT|8858775.0|Europe|0.0
2020-01-18|0|0|Austria|AT|AUT|8858775.0|Europe|0.0
2020-01-17|0|0|Austria|AT|AUT|8858775.0|Europe|0.0
2020-01-16|0|0|Austria|AT|AUT|8858775.0|Europe|0.0
2020-01-15|0|0|Austria|AT|AUT|8858775.0|Europe|0.0
2020-01-14|0|0|Austria|AT|AUT|8858775.0|Europe|0.0
2020-01-13|0|0|Austria|AT|AUT|8858775.0|Europe|0.0
2020-12-01|0|0|Austria|AT|AUT|8858775.0|Europe|59.561623997004986
2020-11-01|0|0|Austria|AT|AUT|8858775.0|Europe|59.561623997004986
2020-10-01|0|0|Austria|AT|AUT|8858775.0|Europe|59.561623997004986
2020-09-01|0|0|Austria|AT|AUT|8858775.0|Europe|59.561623997004986
2020-08-01|0|0|Austria|AT|AUT|8858775.0|Europe|59.561623997004986
2020-07-01|0|0|Austria|AT|AUT|8858775.0|Europe|59.561623997004986
2020-06-01|0|0|Austria|AT|AUT|8858775.0|Europe|59.561623997004986
2020-05-01|0|0|Austria|AT|AUT|8858775.0|Europe|59.561623997004986
2020-04-01|0|0|Austria|AT|AUT|8858775.0|Europe|59.561623997004986
2020-03-01|0|0|Austria|AT|AUT|8858775.0|Europe|59.561623997004986
2020-02-01|0|0|Austria|AT|AUT|8858775.0|Europe|59.561623997004986
2020-01-01|0|0|Austria|AT|AUT|8858775.0|Europe|59.561623997004986
2019-12-31|0|0|Austria|AT|AUT|8858775.0|Europe|59.561623997004986
2020-11-29|3|15|Belgium|BE|BEL|11455519.0|Europe|335.5151347
2020-11-28|1162|87|Belgium|BE|BEL|11455519.0|Europe|375.2077929
2020-11-27|2111|111|Belgium|BE|BEL|11455519.0|Europe|413.3640737
2020-11-26|2632|135|Belgium|BE|BEL|11455519.0|Europe|407.8819999
2020-11-25|2856|113|Belgium|BE|BEL|11455519.0|Europe|450.1760243
2020-11-24|3948|136|Belgium|BE|BEL|11455519.0|Europe|491.0995303
2020-11-23|588|135|Belgium|BE|BEL|11455519.0|Europe|498.6068287
2020-11-22|1263|136|Belgium|BE|BEL|11455519.0|Europe|514.1713789
2020-11-21|3081|162|Belgium|BE|BEL|11455519.0|Europe|545.3092086
2020-11-20|3019|170|Belgium|BE|BEL|11455519.0|Europe|585.8049731
2020-11-19|3699|156|Belgium|BE|BEL|11455519.0|Europe|634.0873775
2020-11-18|4828|152|Belgium|BE|BEL|11455519.0|Europe|697.5851552
2020-11-17|5821|195|Belgium|BE|BEL|11455519.0|Europe|767.7347486
2020-11-16|1057|189|Belgium|BE|BEL|11455519.0|Europe|781.7716509
2020-11-15|2370|174|Belgium|BE|BEL|11455519.0|Europe|816.1480942
2020-11-14|5709|183|Belgium|BE|BEL|11455519.0|Europe|900.7448724
2020-11-13|6482|173|Belgium|BE|BEL|11455519.0|Europe|975.8876922
2020-12-11|2004|196|Belgium|BE|BEL|11455519.0|Europe|1115.505985
2020-11-11|7701|217|Belgium|BE|BEL|11455519.0|Europe|1242.161093
2020-10-11|8636|194|Belgium|BE|BEL|11455519.0|Europe|1340.209902
2020-09-11|1448|210|Belgium|BE|BEL|11455519.0|Europe|1370.300202
2020-08-11|3046|208|Belgium|BE|BEL|11455519.0|Europe|1444.596268
2020-07-11|6648|214|Belgium|BE|BEL|11455519.0|Europe|1551.339577
2020-06-11|7658|206|Belgium|BE|BEL|11455519.0|Europe|1638.886898
2020-05-11|9230|198|Belgium|BE|BEL|11455519.0|Europe|1710.939504
2020-04-11|12102|172|Belgium|BE|BEL|11455519.0|Europe|1773.468317
2020-03-11|13857|207|Belgium|BE|BEL|11455519.0|Europe|1788.334514
2020-02-11|2665|161|Belgium|BE|BEL|11455519.0|Europe|1802.511087
2020-01-11|6308|177|Belgium|BE|BEL|11455519.0|Europe|1817.237613
2020-10-31|15400|185|Belgium|BE|BEL|11455519.0|Europe|1800.450944
